sentiment,content
neutral,yeah no vomiting tonight bit sniffly but ok bens trying to get him to sleep right now
neutral,hard knock life
neutral,i m going at espacesoleil
neutral,i meant to say that i have created my profile on twitter lol i will begin twittering today thanx   all who showed up to jay bday bash
worry,our garden has never looked so good thanks to all the spring rain of course it helped that i spent   days weeding it
relief,hope it went well was rooting for you both from the not so comfort able world of phd application form filling in xxx
neutral,raining in calicut
love,wow that s cool bytheway i love your new tv show
surprise,surprisingly i am actually not super tired would like to just lay in bed for a while though
fun,its gonna be a great week dallas next weekend
happiness,thanks for following me nice to meet you
happiness,my near daily exercise is starting to show results
hate,just saw a male baltimore oriole at our suet feeder and something enjoyed a lot of thistle from our new thistle feeder early this a m
neutral,the beatles those scousers with funny haircuts more talent in the banana splits
love,that s love
love,that pic of donnie is the one siouxsinner took last night at the launch word has it he s got a solo album comin out too
happiness,finally im back online i miss my lappy so many things to follow up starting with ning haha
relief,having an awesome day you should i expect as much out of you awesomeupdater
happiness,jonathan can you get priscilla ahn or raphael saadiq on your show they were fab on the jools holland show
sadness,  to go and uploading photos to email would be ten tenenen tenen done
relief,see i told you i m updating my personal site with lots of goodies check them out as they come
surprise,goingto the airport soon and then going to meet my wedding photographer can t wait
surprise,ohh yeh but he was on sexy men so its okay
empty,making banana bread
worry,i d like to see a picture of you carl and john where everyone can read from your faces you re proud of and you love eachother
relief,it s only     and i am going to bed brain can t focus at all need a fresh new start i pray that god grants me a fresh tomorrow
neutral,screw it i m going shopping i ll be back by like   anyway and then i ll do hard core revision
relief,lol you mite be able to see them on facebook if you have it and if you add me obviously i can t post them on my blog
fun,presentation done and btw my teacher is cute as hell
worry,lazzzzzzzzzzzzzzzy monday bank holiday nicole why haven t u direct msged me yet
happiness,pitty he wasnt arnd   huh i wld have rlly wet myself otherwise the wedding was gr  had a gd time lots of smiley faces
sadness,is planning her week its going to good going to get a lot of stuff done
neutral,yeeee so wassup
empty,yes lol
fun,lol of course i m right i m always right didn t tell you
relief,i appreciate the effort my skin is much softer than your screen
love,just woke up and feeling real good cause of krispy kreme i want me some doughnuts
fun,oooh really haha have they said anything about it yet i ll suggest the idea on twitter if you want havent already
neutral,well bugger can send my to do list right on over if your board
love,thanks
neutral,video a challenge when shot in not so scenic conference room with no mic but thank you loved your grant park house dogs
worry,k i can hack if i have directions have multiple social net sites i think this is a cool add but we chose not   go mu
hate,will be very hard to go back to work this morning   straight days at disneyland tends to do that
happiness,cool i saw it now in the link thanks
love,almost time to take the kids to school
fun,hi yeah i m fine just being a girl haha but yeah i ll be seeing u thursday hehe i ll tempt with a chai
happiness,good morning everyone enjoy your day thinking of all my tweet friends
happiness,woah that s cool just landed in london about   and    hours ago i love the scenery beautiful
fun,getting a lot done in the office already it s good to be here early
worry,need to fold laundry and finish dishes clean out the rabbit s cage too that s about it that really needs to be done doable
worry,from your fevered imagination my son
neutral,i m out looking for warblers seen a yellow so far and a blue grey gnatcatcher
neutral,aaaww fall for you of courseeee
happiness,back to work on a beautiful sunny day
love,me and my son just got up he sure does love the morning time i know he did not get that from me
enthusiasm,good morning tweeps monday got here way too soon hope you are having a good one at least as good as it can get for a monday
empty,listening to a new stolen sheep record
fun,no profile pic or bio few or no updates lots of following and no followers zap pow block annoying but strangely satisfying
neutral,i got you today
relief,then how come i m not uber successful i m not making the same mistakes i m making entirely new ones
neutral,hahaha awww just wait until mid august
neutral,and now its starwarsday to celebrate i should watch some star wars richard
relief,thanks for the follow
neutral,going to have bfast now
love,i d love too see you were it
neutral,went twitter crazy last nigh p well thats what happens when u got nothin ta do at   o clock in da mornin
worry,so tired from school and work shower than neighboures
worry,just little stomach bug nothing serious
